:START_ID,:END_ID,weight:double,type
n3818,n25863,69.3135,DEVELOPS
n1301,n23945,53.8419,BELONGS_TO
n6865,n11861,22.8377,BELONGS_TO
n6310,n16816,66.7238,BELONGS_TO
n14176,n24889,84.6539,DEVELOPS
n28911,n24041,76.7111,FUNDED_BY
n24564,n26825,72.2886,BELONGS_TO
n19843,n9397,39.9379,DEVELOPS
n17225,n29933,46.6743,BELONGS_TO
n14570,n19079,17.6606,FOLLOWS
n21588,n2932,13.8171,FOLLOWS
n25047,n16269,50.8166,FUNDED_BY
n3419,n17968,52.3471,FOLLOWS
n2566,n27670,73.2718,DEVELOPS
n25370,n18151,45.2688,DEVELOPS
n3896,n4927,46.9421,FOLLOWS
n12211,n17538,39.4431,FUNDED_BY
n24797,n18086,93.9153,DEVELOPS
n26750,n4942,28.9116,DEVELOPS
n10881,n13712,63.3304,FUNDED_BY
n23569,n26543,4.1125,BELONGS_TO
n1443,n25931,38.5668,BELONGS_TO
n1644,n25291,47.9486,DEVELOPS
n16912,n4954,42.3204,DEVELOPS
n8144,n2024,17.6696,DEVELOPS
n21575,n1344,98.2864,DEVELOPS
n4891,n10395,35.3743,BELONGS_TO
n26902,n16820,23.9354,BELONGS_TO
n18790,n10483,89.4943,DEVELOPS
n15096,n28036,28.2296,DEVELOPS
n11364,n5105,53.0082,FOLLOWS
n7017,n5658,65.0968,BELONGS_TO
n11249,n1862,91.9009,BELONGS_TO
n12941,n16391,81.3499,BELONGS_TO
n18936,n8196,43.989,FOLLOWS
n15024,n17007,50.7929,FUNDED_BY
n8871,n1132,94.3234,FOLLOWS
n4049,n24935,98.6247,FOLLOWS
n3281,n19386,19.2295,FUNDED_BY
n25618,n15225,71.4653,DEVELOPS
n11545,n29240,51.3647,DEVELOPS
n14912,n25042,15.8207,FOLLOWS
n28793,n25844,66.4607,BELONGS_TO
n24876,n15698,5.1944,DEVELOPS
n603,n15921,3.8244,FOLLOWS
n15573,n16812,59.9929,DEVELOPS
n7916,n10358,57.7351,FOLLOWS
n22755,n27280,95.8321,FOLLOWS
n9974,n2036,54.1682,FOLLOWS
n11157,n17058,74.653,FOLLOWS
n18936,n2747,36.3052,BELONGS_TO
n16062,n8653,62.2908,DEVELOPS
n17318,n26584,50.6778,FOLLOWS
n21628,n25315,47.478,FUNDED_BY
n27555,n24725,99.6776,FOLLOWS
n8735,n28515,72.0568,BELONGS_TO
n548,n8143,52.7729,FUNDED_BY
n23482,n19932,0.7343,DEVELOPS
n2962,n26325,60.5591,BELONGS_TO
n1462,n13532,74.7548,FUNDED_BY
n18435,n26234,50.7777,BELONGS_TO
n27604,n47,42.816,FOLLOWS
n3747,n2365,71.9052,BELONGS_TO
n24640,n19450,98.0315,DEVELOPS
n26761,n21403,40.3217,DEVELOPS
n18728,n17007,67.7039,FUNDED_BY
n1077,n7414,25.9258,DEVELOPS
n27808,n18253,80.0197,BELONGS_TO
n3248,n3784,92.044,FOLLOWS
n19199,n12855,29.664,DEVELOPS
n3196,n26528,60.2675,BELONGS_TO
n27020,n29355,90.4989,FUNDED_BY
n27182,n24223,18.05,BELONGS_TO
n2033,n11124,66.5344,FOLLOWS
n28153,n24116,40.4659,DEVELOPS
n9405,n10049,50.4618,FUNDED_BY
n4024,n17082,2.9101,FUNDED_BY
n4919,n9122,67.6145,DEVELOPS
n3604,n4241,21.7002,DEVELOPS
n17819,n29594,15.0886,FUNDED_BY
n8275,n10416,98.395,DEVELOPS
n13158,n25605,93.955,FUNDED_BY
n20185,n27405,22.1948,BELONGS_TO
n7538,n16382,12.4682,BELONGS_TO
n20329,n7611,66.8746,FOLLOWS
n7440,n18300,48.2371,DEVELOPS
n8770,n24291,82.1682,FOLLOWS
n14703,n6718,59.2624,FUNDED_BY
n6282,n21172,62.759,DEVELOPS
n11614,n25282,3.0484,DEVELOPS
n26852,n15494,38.372,FUNDED_BY
n19527,n4695,88.2819,DEVELOPS
n28207,n3987,5.5466,FUNDED_BY
n20587,n28015,15.0814,BELONGS_TO
n15039,n21066,81.6294,BELONGS_TO
n5509,n2463,96.4674,DEVELOPS
n20029,n22520,66.26,DEVELOPS
n9451,n6479,80.5454,FOLLOWS
n2401,n19200,48.5972,FUNDED_BY
n3666,n12369,95.3134,BELONGS_TO
n17324,n22571,17.3915,FUNDED_BY
n29043,n19483,1.7387,BELONGS_TO
n25224,n2463,32.8634,FUNDED_BY
n19708,n22925,64.5466,DEVELOPS
n12953,n24175,77.5449,FUNDED_BY
n4875,n20623,88.5241,FOLLOWS
n19635,n17822,33.7738,DEVELOPS
n26320,n4060,8.8956,BELONGS_TO
n14223,n14983,40.2559,FOLLOWS
n3662,n28700,6.4381,FUNDED_BY
n11123,n15268,65.3608,DEVELOPS
n13536,n6986,63.0432,FOLLOWS
n9721,n27239,18.4771,FOLLOWS
n4071,n17819,92.0925,FUNDED_BY
n11973,n23545,28.5077,DEVELOPS
n19554,n4049,97.6253,BELONGS_TO
n7364,n378,22.7369,FOLLOWS
n16596,n460,23.5992,FUNDED_BY
n1858,n16382,66.4676,FUNDED_BY
n9091,n18889,28.2274,BELONGS_TO
n19540,n25455,15.4981,FOLLOWS
n25763,n25151,94.0598,FOLLOWS
n8737,n15261,67.3141,DEVELOPS
n28388,n5498,12.7852,FOLLOWS
n13514,n24725,97.1282,BELONGS_TO
n26902,n11601,72.703,FUNDED_BY
n4601,n4123,2.9409,BELONGS_TO
n11601,n20485,11.0051,BELONGS_TO
n10395,n26416,95.7756,FUNDED_BY
n18891,n8711,0.6169,FUNDED_BY
n12390,n18591,0.277,FUNDED_BY
n177,n4845,68.6122,FUNDED_BY
n26422,n29929,75.8381,BELONGS_TO
n26315,n16465,88.8891,FOLLOWS
n11112,n23040,11.9792,BELONGS_TO
n7724,n5344,3.4028,BELONGS_TO
n8269,n29818,17.6768,BELONGS_TO
n21882,n25286,73.792,FOLLOWS
n7913,n27233,58.4845,FUNDED_BY
n10599,n23231,12.128,FUNDED_BY
n11147,n23136,29.0084,BELONGS_TO
n22818,n16065,64.8287,FUNDED_BY
n22963,n27537,65.2965,BELONGS_TO
n18616,n928,8.8019,BELONGS_TO
n9405,n8980,99.3204,DEVELOPS
n9824,n1369,94.7911,BELONGS_TO
n21500,n2024,44.5912,DEVELOPS
n25944,n10516,58.3285,FUNDED_BY
n1243,n19998,43.9462,BELONGS_TO
n8216,n25419,83.3032,FOLLOWS
n5213,n2913,61.6393,FUNDED_BY
n9941,n28090,77.5332,FOLLOWS
n3068,n4024,79.2588,FUNDED_BY
n12701,n28958,23.3288,BELONGS_TO
n6788,n17084,83.3467,DEVELOPS
n9748,n28854,40.7377,FOLLOWS
n10951,n27784,58.1187,DEVELOPS
n23924,n11303,98.5544,DEVELOPS
n2157,n19201,94.1365,BELONGS_TO
n8563,n2245,87.7068,BELONGS_TO
n18132,n8735,16.6819,FUNDED_BY
n28148,n16644,65.168,FUNDED_BY
n7348,n9649,38.0995,BELONGS_TO
n28500,n11511,83.6605,BELONGS_TO
n11029,n25062,84.6396,DEVELOPS
n9064,n10698,99.2993,FUNDED_BY
n18488,n11607,45.4502,FOLLOWS
n25854,n21186,83.3643,FOLLOWS
n13578,n11400,66.9763,DEVELOPS
n16662,n18151,92.8642,DEVELOPS
n6726,n4542,83.1032,FUNDED_BY
n22489,n22111,21.782,FOLLOWS
n24314,n9760,40.2508,FUNDED_BY
n21983,n29261,2.8961,FUNDED_BY
n22997,n1807,97.4348,FUNDED_BY
n9950,n9086,1.7066,FOLLOWS
n15660,n29985,44.5475,DEVELOPS
n11650,n1640,18.2205,FOLLOWS
n12228,n23512,78.0806,FUNDED_BY
n4445,n8251,80.1396,FOLLOWS
n12547,n20824,67.0961,FUNDED_BY
n162,n19481,65.2899,DEVELOPS
n9748,n3345,5.1844,FOLLOWS
n21974,n25276,22.9988,DEVELOPS
n4156,n25045,6.8989,FOLLOWS
n19544,n9770,56.6453,BELONGS_TO
n2269,n15521,46.9526,DEVELOPS
n16062,n358,96.6201,BELONGS_TO
n21231,n10829,24.4307,BELONGS_TO
n29612,n23040,24.8578,DEVELOPS
n2757,n5305,78.6833,DEVELOPS
n21403,n2644,16.3058,FUNDED_BY
n6978,n17956,99.0517,FOLLOWS
n1670,n7557,16.6849,FOLLOWS
n4487,n13189,89.3854,FOLLOWS
n2376,n29023,13.592,FUNDED_BY
n11836,n23228,49.4931,FOLLOWS
n22569,n11602,23.573,DEVELOPS
n3290,n17751,36.4203,FUNDED_BY
n20771,n18451,71.5045,FUNDED_BY
n5376,n23862,70.7484,BELONGS_TO
n17165,n29023,79.6602,BELONGS_TO
n8883,n8132,24.0868,FUNDED_BY
n9533,n14246,60.9916,DEVELOPS
n3511,n18328,75.3196,BELONGS_TO
n20877,n14895,44.6364,DEVELOPS
n10599,n10739,42.383,BELONGS_TO
n4024,n8027,5.5799,FOLLOWS
n3045,n8070,98.5683,FOLLOWS
n15787,n12746,22.8046,DEVELOPS
n18463,n11861,33.1824,FOLLOWS
n5661,n11148,29.8113,FOLLOWS
n1794,n2411,23.4976,DEVELOPS
n28112,n28854,74.682,BELONGS_TO
n235,n26603,43.5509,FUNDED_BY
n13038,n16081,20.3914,BELONGS_TO
n28965,n5621,41.8349,FOLLOWS
n15954,n24229,83.73,DEVELOPS
n21632,n2154,47.483,FUNDED_BY
n29937,n19823,25.0435,FOLLOWS
n19793,n28577,34.0133,BELONGS_TO
n9934,n18922,22.5338,FOLLOWS
n1216,n20344,29.1691,BELONGS_TO
n21722,n26716,57.9683,FOLLOWS
n1222,n25763,14.4131,FOLLOWS
n18151,n12837,84.8003,FOLLOWS
n8735,n23151,19.1616,FUNDED_BY
n11635,n35,4.3468,FOLLOWS
n7820,n21879,0.3338,FOLLOWS
n12634,n27274,69.2897,FUNDED_BY
n14172,n19285,1.0393,DEVELOPS
n21565,n16005,64.654,FOLLOWS
n13499,n11845,24.0359,BELONGS_TO
n24554,n23138,31.188,FUNDED_BY
n23558,n6331,49.7433,FOLLOWS
n306,n12499,44.3413,DEVELOPS
n12773,n16260,64.2927,FUNDED_BY
n4672,n12191,50.989,DEVELOPS
n27405,n13733,83.649,FUNDED_BY
n3304,n8027,54.6521,FOLLOWS
n8811,n29421,37.4402,FUNDED_BY
n23734,n13149,67.1278,FOLLOWS
n22274,n28025,95.5916,DEVELOPS
n6614,n7661,40.2629,BELONGS_TO
n22344,n22111,77.5039,DEVELOPS
n6169,n17135,28.6405,DEVELOPS
n4355,n109,17.1432,FUNDED_BY
n20670,n2728,6.3479,FUNDED_BY
n11638,n13299,56.7651,DEVELOPS
n1564,n9368,91.0699,BELONGS_TO
n4445,n18159,57.935,FUNDED_BY
n27535,n6524,3.858,FUNDED_BY
n20836,n8145,80.1156,FOLLOWS
n29479,n19823,45.5516,FOLLOWS
n8027,n15203,11.4944,FOLLOWS
n18733,n23945,66.3695,FUNDED_BY
n10358,n26315,91.019,FOLLOWS
n8689,n13478,6.766,BELONGS_TO
n12379,n12367,36.9392,FOLLOWS
n23311,n11845,66.9702,BELONGS_TO
n24554,n25516,11.5536,FOLLOWS
n12639,n23485,61.7431,FUNDED_BY
n29501,n8962,78.4308,FOLLOWS
n3440,n14915,76.3322,FUNDED_BY
n17584,n17773,58.4,FUNDED_BY
n26043,n17589,45.8134,BELONGS_TO
n4919,n9678,89.8733,FUNDED_BY
n266,n748,60.1289,FUNDED_BY
n8005,n19095,44.3022,DEVELOPS
n27239,n7519,85.0961,FOLLOWS
n27913,n9286,4.0431,DEVELOPS
n25812,n27097,36.2785,FOLLOWS
n47,n9190,95.6317,FOLLOWS
n28911,n14129,13.4475,DEVELOPS
n16335,n20279,33.1032,FOLLOWS
n24922,n21722,15.5622,BELONGS_TO
n11436,n4212,78.5403,BELONGS_TO
n4977,n13047,50.8235,FUNDED_BY
n14085,n7545,94.7908,FOLLOWS
n14661,n24914,4.171,DEVELOPS
n2931,n23560,38.8233,BELONGS_TO
n17197,n11465,1.2324,FUNDED_BY
n28257,n20382,77.6239,FUNDED_BY
n19446,n1670,3.4794,FUNDED_BY
n18410,n39,17.1259,BELONGS_TO
n15393,n9962,20.0774,DEVELOPS
n17332,n15313,67.2018,FOLLOWS
n12379,n12002,18.4096,FUNDED_BY
n19396,n22124,38.1186,DEVELOPS
n16069,n26282,53.562,BELONGS_TO
n26498,n13788,46.3284,BELONGS_TO
n3474,n15420,18.7645,DEVELOPS
n26392,n24933,96.6308,DEVELOPS
n22898,n13001,49.1312,BELONGS_TO
n21247,n3414,49.8021,FOLLOWS
n10403,n295,11.7702,FUNDED_BY
n6218,n1069,9.2248,FOLLOWS
n23751,n24645,85.8467,DEVELOPS
n27640,n11331,33.1057,BELONGS_TO
n4052,n28185,32.0985,FUNDED_BY
n9649,n28979,5.3362,FOLLOWS
n12640,n6310,27.1289,FOLLOWS
n15286,n8953,47.5107,BELONGS_TO
n603,n6162,53.6718,BELONGS_TO
n27310,n21950,52.0039,DEVELOPS
n24889,n28057,40.5188,FOLLOWS
n6865,n29954,57.3588,FUNDED_BY
n19711,n23945,28.5036,BELONGS_TO
n12899,n13827,51.5263,BELONGS_TO
n18265,n12128,92.842,DEVELOPS
n4886,n14864,37.8302,FOLLOWS
n10407,n20651,55.5419,BELONGS_TO
n3703,n471,37.0558,FOLLOWS
n17410,n24343,78.0779,FOLLOWS
n25159,n21069,14.6549,FOLLOWS
n14745,n7681,70.5735,BELONGS_TO
n18651,n26052,68.4753,FUNDED_BY
n14234,n8184,26.1182,FOLLOWS
n1301,n25516,59.1631,DEVELOPS
n25396,n11125,48.412,BELONGS_TO
n12147,n26695,1.3779,FOLLOWS
n8520,n11881,56.5917,FUNDED_BY
n820,n24652,71.4114,FOLLOWS
n25231,n14970,31.5821,FUNDED_BY
n23692,n7154,21.1692,FOLLOWS
n13619,n17094,68.468,BELONGS_TO
n24019,n28007,22.9648,DEVELOPS
n26657,n28185,91.0111,DEVELOPS
n18936,n18903,93.2421,FOLLOWS
n10318,n11193,27.0948,FUNDED_BY
n20133,n10085,43.9058,FOLLOWS
n8065,n20837,25.0308,DEVELOPS
n25832,n2463,21.9329,FUNDED_BY
n24716,n17009,20.0423,DEVELOPS
n20306,n12127,0.5552,BELONGS_TO
n19016,n28867,63.4176,BELONGS_TO
n8705,n22153,48.0952,FOLLOWS
n24450,n9126,56.0974,FUNDED_BY
n25516,n23523,9.5583,FOLLOWS
n25019,n26043,51.6615,FUNDED_BY
n12517,n16980,22.5449,BELONGS_TO
n29723,n23967,68.235,FOLLOWS
n5840,n26294,53.4795,FOLLOWS
n2885,n20652,90.2319,DEVELOPS
n11303,n6747,77.8476,FOLLOWS
n13712,n27773,48.8239,BELONGS_TO
n18427,n15568,63.2421,FUNDED_BY
n27394,n6147,40.4603,FOLLOWS
n21337,n7156,75.9393,DEVELOPS
n25132,n26866,74.0433,FUNDED_BY
n15014,n3133,25.2538,BELONGS_TO
n10516,n3604,58.3552,FOLLOWS
n22277,n12390,79.7079,DEVELOPS
n25014,n25047,84.486,FOLLOWS
n7845,n29466,27.5819,FUNDED_BY
n19230,n17758,75.8932,FOLLOWS
n15921,n17084,52.0111,BELONGS_TO
n18004,n26625,87.7564,FUNDED_BY
n22167,n7185,72.969,BELONGS_TO
n4601,n1492,85.639,DEVELOPS
n2556,n24060,54.868,DEVELOPS
n16868,n5621,70.1947,DEVELOPS
n24770,n24896,71.9526,DEVELOPS
n20329,n5684,18.8698,BELONGS_TO
n15676,n29154,97.3134,FUNDED_BY
n9584,n25275,19.1602,DEVELOPS
n24830,n12848,23.7165,BELONGS_TO
n26373,n29162,20.0168,DEVELOPS
n7996,n20906,85.6743,FOLLOWS
n8109,n938,81.7994,BELONGS_TO
n4695,n24232,1.5177,DEVELOPS
n23092,n1595,28.1262,FOLLOWS
n8286,n27172,61.6552,FUNDED_BY
n12472,n19125,2.0862,FUNDED_BY
n7611,n2673,53.3853,BELONGS_TO
n26891,n14584,19.3796,BELONGS_TO
n12417,n28850,41.3452,FUNDED_BY
n6815,n21529,39.5193,BELONGS_TO
n14596,n24123,19.9283,FUNDED_BY
n4170,n19148,7.8044,FOLLOWS
n14512,n1088,22.3517,FOLLOWS
n21946,n358,26.8445,BELONGS_TO
n24922,n3221,75.5302,DEVELOPS
n21475,n11993,93.6741,FUNDED_BY
n7010,n9931,0.2574,FUNDED_BY
n20988,n18965,39.2238,DEVELOPS
n22194,n6599,57.6579,FUNDED_BY
n19713,n29509,39.9506,FOLLOWS
n11601,n15992,26.0173,DEVELOPS
n26458,n27645,38.0215,FOLLOWS
n11861,n26234,21.0572,FUNDED_BY
n12828,n14468,33.7731,DEVELOPS
n8224,n22485,88.8569,BELONGS_TO
n11648,n1347,72.0463,FUNDED_BY
n18738,n16595,43.378,DEVELOPS
n15040,n29385,45.2329,FOLLOWS
n17738,n19320,13.5804,DEVELOPS
n12543,n15375,53.4285,FOLLOWS
n7785,n2641,10.8205,FUNDED_BY
n23588,n14631,62.8005,BELONGS_TO
n26945,n2193,65.9774,BELONGS_TO
n162,n19635,22.5474,DEVELOPS
n27405,n18774,42.6886,FUNDED_BY
n6873,n1970,93.6391,FOLLOWS
n18733,n8021,5.097,DEVELOPS
n16065,n28839,31.2149,FOLLOWS
n2154,n24047,64.5529,BELONGS_TO
n26320,n27714,41.6763,FUNDED_BY
n8611,n9516,28.9237,FOLLOWS
n27120,n29455,39.5852,FOLLOWS
n18926,n12877,88.4384,DEVELOPS
n28926,n6331,38.0916,FUNDED_BY
n5338,n14420,16.3146,FOLLOWS
n1719,n29937,45.4592,BELONGS_TO
n19519,n28106,0.9744,BELONGS_TO
n4005,n8268,53.1428,BELONGS_TO
n20994,n11929,66.776,BELONGS_TO
n20747,n15313,72.0312,FOLLOWS
n15995,n19285,61.0426,FUNDED_BY
n25440,n18166,77.4968,FOLLOWS
n2152,n2928,14.2514,DEVELOPS
n6955,n12438,51.727,FOLLOWS
n2166,n12113,84.3634,FUNDED_BY
n2463,n6689,5.1672,BELONGS_TO
n358,n12453,24.6453,DEVELOPS
n26021,n15337,66.4534,FOLLOWS
n1068,n23211,33.2015,DEVELOPS
n16658,n14509,89.9068,FUNDED_BY
n438,n18328,89.0061,DEVELOPS
n907,n16720,79.9051,DEVELOPS
n12261,n23040,66.2547,FOLLOWS
n28421,n14745,56.2655,DEVELOPS
n18324,n6310,11.8608,BELONGS_TO
n3484,n9052,74.7331,FOLLOWS
n19212,n15119,10.7967,DEVELOPS
n19635,n25064,71.7103,BELONGS_TO
n12848,n7554,92.4698,DEVELOPS
n15119,n19822,16.9637,FOLLOWS
n27572,n3133,31.6047,BELONGS_TO
n16740,n758,49.6763,FUNDED_BY
n14252,n2154,2.7525,BELONGS_TO
n6945,n22006,63.0208,FUNDED_BY
n2245,n14596,32.2517,BELONGS_TO
n23068,n2641,62.6817,FUNDED_BY
n11973,n16597,55.503,BELONGS_TO
n6895,n9637,76.8324,DEVELOPS
n15521,n15547,20.4396,FOLLOWS
n10114,n4049,94.9313,FOLLOWS
n13611,n6134,79.7643,FUNDED_BY
n12034,n12247,4.3344,FUNDED_BY
n8228,n3375,72.6992,DEVELOPS
n17332,n5466,52.7923,DEVELOPS
n22504,n23077,79.3728,DEVELOPS
n19169,n15708,36.7846,DEVELOPS
n13655,n4542,62.334,FUNDED_BY
n23066,n5667,31.0263,FUNDED_BY
n5338,n20593,87.5499,FOLLOWS
n18148,n5912,95.4615,FOLLOWS
n28342,n29668,89.3948,BELONGS_TO
n16880,n26037,85.9271,FUNDED_BY
n22963,n25680,54.0441,BELONGS_TO
n10995,n8410,41.9075,BELONGS_TO
n16548,n18556,99.9875,FOLLOWS
n8010,n20456,21.7651,BELONGS_TO
n26219,n19298,34.5122,FOLLOWS
n13579,n1988,59.7921,FOLLOWS
n3443,n13281,6.4716,FOLLOWS
n6544,n7524,41.364,DEVELOPS
n25047,n8025,82.6539,BELONGS_TO
n24889,n8233,56.4985,FOLLOWS
n12390,n13649,16.5749,DEVELOPS
n28321,n27470,88.9924,FOLLOWS
n26442,n12694,16.4887,FOLLOWS
n23621,n13514,33.7121,FUNDED_BY
n23721,n12639,76.5993,FOLLOWS
n9498,n15829,18.0214,FUNDED_BY
n27773,n20700,90.8244,FUNDED_BY
n1350,n16188,80.5444,FUNDED_BY
n19793,n19358,77.8597,FUNDED_BY
n21760,n938,89.5514,DEVELOPS
n16513,n21222,44.1037,DEVELOPS
n1462,n11216,36.5506,FUNDED_BY
n2245,n29522,14.5452,BELONGS_TO
n25656,n3821,83.149,FOLLOWS
n7622,n26552,1.0564,BELONGS_TO
n18675,n12517,76.3112,DEVELOPS
n29602,n8352,0.0711,FOLLOWS
n12736,n17751,38.0909,FOLLOWS
n8395,n10114,35.3259,DEVELOPS
n7725,n17819,57.022,FUNDED_BY
n3093,n9976,18.3715,FUNDED_BY
n3586,n25832,85.5374,DEVELOPS
n4601,n16062,22.9791,DEVELOPS
n945,n7547,40.9864,FOLLOWS
n20306,n23194,73.7864,DEVELOPS
n9803,n24240,80.9776,FOLLOWS
n28537,n15233,74.6457,FUNDED_BY
n11752,n3194,84.0338,FOLLOWS
n10471,n12788,51.4205,FUNDED_BY
n25763,n882,37.2425,BELONGS_TO
n1344,n18295,0.1725,FUNDED_BY
n4083,n27847,59.9782,DEVELOPS
n12306,n27537,75.5094,FUNDED_BY
n882,n27675,98.0113,DEVELOPS
n9485,n24747,57.9358,FUNDED_BY
n6815,n8441,6.5429,DEVELOPS
n25742,n15747,41.6361,FUNDED_BY
n6669,n5456,41.9856,FOLLOWS
n7941,n23891,40.8942,DEVELOPS
n27808,n14603,96.0101,FOLLOWS
n18478,n18385,1.792,DEVELOPS
n9096,n13062,5.5112,BELONGS_TO
n14234,n24640,72.4933,FUNDED_BY
n18225,n13989,97.485,DEVELOPS
n25941,n22665,29.185,DEVELOPS
n26087,n6953,10.2382,FOLLOWS
n161,n26909,65.4343,DEVELOPS
n17105,n19781,0.8832,BELONGS_TO
n20952,n26406,69.6569,DEVELOPS
n28168,n15137,85.5159,BELONGS_TO
n11331,n1243,76.5817,BELONGS_TO
n18225,n13198,13.0572,FUNDED_BY
n23945,n28795,53.4273,FUNDED_BY
n7946,n13829,91.5718,FOLLOWS
n14320,n4769,31.5391,BELONGS_TO
n29961,n1932,58.117,BELONGS_TO
n16842,n13001,93.7477,BELONGS_TO
n28958,n17543,77.6938,DEVELOPS
n25301,n15134,57.7141,FUNDED_BY
n2070,n15107,86.642,FUNDED_BY
n7524,n28729,50.2107,DEVELOPS
n17124,n358,35.027,FOLLOWS
n6248,n13837,75.7829,DEVELOPS
n25168,n1538,60.1747,DEVELOPS
n13244,n8256,56.3256,FOLLOWS
n32,n71,7.7327,FOLLOWS
n25224,n14077,48.4468,BELONGS_TO
n22582,n1818,39.0981,DEVELOPS
n2304,n5658,98.7866,DEVELOPS
n18056,n21475,21.3772,DEVELOPS
n25044,n18200,31.1628,BELONGS_TO
n4052,n29671,69.3459,DEVELOPS
n10044,n13821,60.3439,FOLLOWS
n13156,n23784,64.6166,FUNDED_BY
n5045,n10407,30.1576,BELONGS_TO
n1228,n14826,96.4685,FUNDED_BY
n6986,n17819,36.8857,FUNDED_BY
n13481,n7070,64.6468,DEVELOPS
n4395,n29612,2.0587,BELONGS_TO
n5124,n12365,78.343,FUNDED_BY
n22916,n4601,66.723,BELONGS_TO
n16585,n14472,62.0268,BELONGS_TO
n2928,n29971,88.2832,FUNDED_BY
n2143,n21657,65.1744,FOLLOWS
n3045,n17889,68.7409,FOLLOWS
n12499,n22810,57.7636,FUNDED_BY
n7877,n28515,79.485,FOLLOWS
n5881,n1970,79.503,FUNDED_BY
n17227,n23138,33.5839,FOLLOWS
n2747,n12475,6.4726,BELONGS_TO
n28874,n10241,51.449,FOLLOWS
n7167,n18695,11.5496,DEVELOPS
n5829,n24199,36.6089,BELONGS_TO
n21133,n27354,57.841,FOLLOWS
n20393,n29787,57.1057,FUNDED_BY
n11422,n15752,38.4046,DEVELOPS
n12920,n5942,49.3938,FOLLOWS
n20969,n22676,14.7618,DEVELOPS
n11990,n305,33.2761,FUNDED_BY
n19148,n9941,34.2176,BELONGS_TO
n29537,n3846,72.8688,BELONGS_TO
n16265,n622,32.5957,FOLLOWS
n27913,n9456,36.962,DEVELOPS
n12876,n27030,57.5183,FOLLOWS
n22111,n28329,51.7785,DEVELOPS
n1215,n7789,35.9249,DEVELOPS
n1090,n14509,33.0432,BELONGS_TO
n26553,n27913,64.9042,DEVELOPS
n21955,n6948,75.7606,BELONGS_TO
n29388,n28148,90.3423,DEVELOPS
n10502,n10195,9.7968,DEVELOPS
n24727,n17637,63.5972,FUNDED_BY
n28321,n1694,51.6861,DEVELOPS
n21757,n2216,43.799,BELONGS_TO
n4715,n15389,83.8768,FUNDED_BY
n2019,n3842,77.483,FUNDED_BY
n13007,n14915,60.8364,DEVELOPS
n9754,n8098,67.3073,FOLLOWS
n25364,n16460,96.0178,DEVELOPS
n19793,n15246,55.601,FUNDED_BY
n3371,n8339,87.6972,FUNDED_BY
n5296,n857,13.3168,DEVELOPS
n7096,n26327,98.0438,BELONGS_TO
n15383,n7360,89.6199,FUNDED_BY
n25680,n22118,82.8062,FUNDED_BY
n25224,n3568,98.931,FUNDED_BY
n6867,n17268,97.9355,FOLLOWS
n2252,n27530,94.1835,FOLLOWS
n25860,n29575,51.4246,BELONGS_TO
n28958,n28057,38.3365,FUNDED_BY
n14459,n15246,80.0724,FUNDED_BY
n28112,n21054,31.1528,BELONGS_TO
n12079,n8708,11.3453,FUNDED_BY
n12228,n12334,17.7435,BELONGS_TO
n29916,n5217,7.4939,BELONGS_TO
n5431,n7154,38.005,DEVELOPS
n17268,n21872,50.0916,BELONGS_TO
n22907,n17751,85.7077,BELONGS_TO
n27567,n23011,8.6073,BELONGS_TO
n27729,n5322,28.4087,FUNDED_BY
n2630,n18670,38.3686,BELONGS_TO
n13481,n17332,12.3425,FUNDED_BY
n11845,n27542,8.057,FUNDED_BY
n28774,n19717,60.3043,FUNDED_BY
n26040,n13302,22.5509,FUNDED_BY
n29996,n11739,27.2401,BELONGS_TO
n190,n20718,65.2635,FOLLOWS
n23978,n17120,3.5225,BELONGS_TO
n3281,n14912,59.4395,BELONGS_TO
n23342,n29723,15.0156,FOLLOWS
n849,n1462,24.6134,BELONGS_TO
n25953,n6611,47.563,BELONGS_TO
n6524,n25362,46.8793,FOLLOWS
n29522,n13615,53.7528,FUNDED_BY
n8149,n12877,58.5821,FUNDED_BY
n6815,n23805,48.6978,DEVELOPS
n844,n18563,49.8507,BELONGS_TO
n13181,n8689,63.6594,DEVELOPS
n4358,n27118,84.5261,BELONGS_TO
n12390,n12522,64.8388,DEVELOPS
n17380,n19445,70.271,BELONGS_TO
n5504,n20652,37.3624,FOLLOWS
n12877,n5398,64.0728,BELONGS_TO
n18339,n3440,23.0428,BELONGS_TO
n16043,n21765,63.0361,FUNDED_BY
n17796,n16355,81.8527,FOLLOWS
n25832,n11021,98.806,BELONGS_TO
n6986,n27004,59.2141,FUNDED_BY
n20431,n16337,43.0572,DEVELOPS
n24819,n1746,9.1021,FUNDED_BY
n10491,n25761,8.121,FUNDED_BY
n14264,n15747,27.216,DEVELOPS
n9343,n12032,94.9125,DEVELOPS
n7506,n8606,56.1542,FUNDED_BY
n19635,n18728,94.7001,FOLLOWS
n23785,n20605,3.0919,FUNDED_BY
n644,n22818,97.9321,DEVELOPS
n12746,n19904,19.4125,FOLLOWS
n12261,n6422,33.1318,FUNDED_BY
n21970,n23794,26.3368,BELONGS_TO
n10643,n19594,36.8338,BELONGS_TO
n12622,n14234,20.9053,DEVELOPS
n18255,n657,65.7422,FOLLOWS
n2414,n19481,97.8553,BELONGS_TO
n28144,n25665,32.0635,FOLLOWS
